Q,Si-Si,Total,Si-Si_smoothed,Total_smoothed
10.09000,0.00000,0.00000,0.62857,0.62857
10.11000,0.00000,0.00000,0.55712,0.55712
10.13000,0.00000,0.00000,0.50976,0.50976
10.15000,0.00000,0.00000,0.49485,0.49485
10.17000,0.00000,0.00000,0.51848,0.51848
10.19000,0.00000,0.00000,0.58420,0.58420
10.21000,0.00000,0.00000,0.69125,0.69125
10.23000,0.00000,0.00000,0.83379,0.83379
10.25000,0.00000,0.00000,1.00225,1.00225
10.27000,0.00000,0.00000,1.18179,1.18179
10.29000,0.00000,0.00000,1.35591,1.35591
10.31000,0.00000,0.00000,1.50828,1.50828
10.33000,0.00000,0.00000,1.62533,1.62533
10.35000,19.63636,19.63636,1.69867,1.69867
10.37000,0.00000,0.00000,1.72641,1.72641
10.39000,0.00000,0.00000,1.71311,1.71311
10.41000,0.00000,0.00000,1.66832,1.66832
10.43000,0.00000,0.00000,1.60381,1.60381
10.45000,0.00000,0.00000,1.53223,1.53223
10.47000,0.00000,0.00000,1.46046,1.46046
10.49000,0.00000,0.00000,1.39310,1.39310
10.51000,0.00000,0.00000,1.33016,1.33016
10.53000,0.00000,0.00000,1.26921,1.26921
10.55000,12.00000,12.00000,1.20784,1.20784
10.57000,0.00000,0.00000,1.14626,1.14626
10.59000,0.00000,0.00000,1.08920,1.08920
10.61000,0.00000,0.00000,1.04661,1.04661
10.63000,0.00000,0.00000,1.03308,1.03308
10.65000,0.00000,0.00000,1.06508,1.06508
10.67000,0.00000,0.00000,1.15847,1.15847
10.69000,0.00000,0.00000,1.32437,1.32437
10.71000,0.00000,0.00000,1.56575,1.56575
10.73000,0.00000,0.00000,1.87485,1.87485
10.75000,0.00000,0.00000,2.23222,2.23222
10.77000,0.00000,0.00000,2.60774,2.60774
10.79000,0.00000,0.00000,2.96517,2.96517
10.81000,0.00000,0.00000,3.26567,3.26567
10.83000,0.00000,0.00000,3.47549,3.47549
10.85000,43.20000,43.20000,3.57133,3.57133
10.87000,0.00000,0.00000,3.54420,3.54420
10.89000,0.00000,0.00000,3.40056,3.40056
10.91000,0.00000,0.00000,3.16028,3.16028
10.93000,0.00000,0.00000,2.85291,2.85291
10.95000,0.00000,0.00000,2.50978,2.50978
10.97000,0.00000,0.00000,2.16100,2.16100
10.99000,0.00000,0.00000,1.83068,1.83068
11.01000,0.00000,0.00000,1.53439,1.53439
11.03000,7.20000,7.20000,1.28059,1.28059
11.05000,0.00000,0.00000,1.07237,1.07237
11.07000,0.00000,0.00000,0.91019,0.91019
11.09000,0.00000,0.00000,0.79429,0.79429
11.11000,0.00000,0.00000,0.72652,0.72652
11.13000,0.00000,0.00000,0.70931,0.70931
11.15000,0.00000,0.00000,0.74617,0.74617
11.17000,0.00000,0.00000,0.83901,0.83901
11.19000,0.00000,0.00000,0.98630,0.98630
11.21000,0.00000,0.00000,1.18130,1.18130
11.23000,0.00000,0.00000,1.41139,1.41139
11.25000,0.00000,0.00000,1.65855,1.65855
11.27000,0.00000,0.00000,1.90084,1.90084
11.29000,0.00000,0.00000,2.11777,2.11777
11.31000,0.00000,0.00000,2.28972,2.28972
11.33000,27.00000,27.00000,2.40438,2.40438
11.35000,0.00000,0.00000,2.45743,2.45743
11.37000,0.00000,0.00000,2.45255,2.45255
11.39000,0.00000,0.00000,2.40038,2.40038
11.41000,0.00000,0.00000,2.31322,2.31322
11.43000,0.00000,0.00000,2.20443,2.20443
11.45000,0.00000,0.00000,2.08418,2.08418
11.47000,0.00000,0.00000,1.95903,1.95903
11.49000,0.00000,0.00000,1.83180,1.83180
11.51000,15.42857,15.42857,1.70405,1.70405
11.53000,0.00000,0.00000,1.57828,1.57828
11.55000,0.00000,0.00000,1.45992,1.45992
11.57000,0.00000,0.00000,1.35850,1.35850
11.59000,0.00000,0.00000,1.28601,1.28601
11.61000,0.00000,0.00000,1.25590,1.25590
11.63000,0.00000,0.00000,1.27936,1.27936
11.65000,0.00000,0.00000,1.36230,1.36230
11.67000,0.00000,0.00000,1.50282,1.50282
11.69000,0.00000,0.00000,1.69010,1.69010
11.71000,0.00000,0.00000,1.90515,1.90515
11.73000,0.00000,0.00000,2.12331,2.12331
11.75000,0.00000,0.00000,2.31791,2.31791
11.77000,0.00000,0.00000,2.46625,2.46625
11.79000,29.45455,29.45455,2.55107,2.55107
11.81000,0.00000,0.00000,2.56523,2.56523
11.83000,0.00000,0.00000,2.51147,2.51147
11.85000,0.00000,0.00000,2.40080,2.40080
11.87000,0.00000,0.00000,2.24920,2.24920
11.89000,0.00000,0.00000,2.07372,2.07372
11.91000,0.00000,0.00000,1.88901,1.88901
11.93000,0.00000,0.00000,1.70499,1.70499
11.95000,0.00000,0.00000,1.52726,1.52726
11.97000,11.17241,11.17241,1.35657,1.35657
11.99000,0.00000,0.00000,1.19188,1.19188
12.01000,0.00000,0.00000,1.03204,1.03204
12.03000,0.00000,0.00000,0.87682,0.87682
12.05000,0.00000,0.00000,0.72793,0.72793
12.07000,0.00000,0.00000,0.58849,0.58849
12.09000,0.00000,0.00000,0.46227,0.46227
12.11000,0.00000,0.00000,0.35278,0.35278
12.13000,0.00000,0.00000,0.26255,0.26255
12.15000,0.00000,0.00000,0.19278,0.19278
12.17000,0.00000,0.00000,0.14340,0.14340
12.19000,0.00000,0.00000,0.11338,0.11338
12.21000,0.00000,0.00000,0.10075,0.10075
12.23000,0.00000,0.00000,0.10450,0.10450
12.25000,0.00000,0.00000,0.12186,0.12186
12.27000,0.00000,0.00000,0.15099,0.15099
12.29000,0.00000,0.00000,0.18871,0.18871
12.31000,0.00000,0.00000,0.23212,0.23212
12.33000,0.00000,0.00000,0.27770,0.27770
12.35000,0.00000,0.00000,0.32185,0.32185
12.37000,0.00000,0.00000,0.36148,0.36148
12.39000,0.00000,0.00000,0.39461,0.39461
12.41000,4.69565,4.69565,0.42162,0.42162
12.43000,0.00000,0.00000,0.44482,0.44482
12.45000,0.00000,0.00000,0.46883,0.46883
12.47000,0.00000,0.00000,0.50031,0.50031
12.49000,0.00000,0.00000,0.54645,0.54645
12.51000,0.00000,0.00000,0.61355,0.61355
12.53000,0.00000,0.00000,0.70532,0.70532
12.55000,0.00000,0.00000,0.82152,0.82152
12.57000,0.00000,0.00000,0.95722,0.95722
12.59000,0.00000,0.00000,1.10300,1.10300
12.61000,0.00000,0.00000,1.24616,1.24616
12.63000,0.00000,0.00000,1.37275,1.37275
12.65000,0.00000,0.00000,1.46998,1.46998
12.67000,17.28000,17.28000,1.52847,1.52847
12.69000,0.00000,0.00000,1.54405,1.54405
12.71000,0.00000,0.00000,1.51731,1.51731
12.73000,0.00000,0.00000,1.45397,1.45397
12.75000,0.00000,0.00000,1.36275,1.36275
12.77000,0.00000,0.00000,1.25359,1.25359
12.79000,0.00000,0.00000,1.13605,1.13605
12.81000,0.00000,0.00000,1.01828,1.01828
12.83000,6.17143,6.17143,0.90667,0.90667
12.85000,0.00000,0.00000,0.80676,0.80676
12.87000,0.00000,0.00000,0.72249,0.72249
12.89000,0.00000,0.00000,0.65806,0.65806
12.91000,0.00000,0.00000,0.61726,0.61726
12.93000,0.00000,0.00000,0.60319,0.60319
12.95000,0.00000,0.00000,0.61747,0.61747
12.97000,0.00000,0.00000,0.65948,0.65948
12.99000,0.00000,0.00000,0.72590,0.72590
13.01000,0.00000,0.00000,0.81079,0.81079
13.03000,0.00000,0.00000,0.90626,0.90626
13.05000,0.00000,0.00000,1.00364,1.00364
13.07000,0.00000,0.00000,1.09489,1.09489
13.09000,11.36842,11.36842,1.17388,1.17388
13.11000,0.00000,0.00000,1.23674,1.23674
13.13000,0.00000,0.00000,1.28171,1.28171
13.15000,0.00000,0.00000,1.30898,1.30898
13.17000,0.00000,0.00000,1.31961,1.31961
13.19000,0.00000,0.00000,1.31478,1.31478
13.21000,0.00000,0.00000,1.29563,1.29563
13.23000,0.00000,0.00000,1.26356,1.26356
13.25000,11.25000,11.25000,1.22106,1.22106
13.27000,0.00000,0.00000,1.17228,1.17228
13.29000,0.00000,0.00000,1.12344,1.12344
13.31000,0.00000,0.00000,1.08248,1.08248
13.33000,0.00000,0.00000,1.05774,1.05774
13.35000,0.00000,0.00000,1.05620,1.05620
13.37000,0.00000,0.00000,1.08157,1.08157
13.39000,0.00000,0.00000,1.13294,1.13294
13.41000,0.00000,0.00000,1.20442,1.20442
13.43000,0.00000,0.00000,1.28594,1.28594
13.45000,0.00000,0.00000,1.36502,1.36502
13.47000,0.00000,0.00000,1.42925,1.42925
13.49000,15.85321,15.85321,1.46879,1.46879
13.51000,0.00000,0.00000,1.47737,1.47737
13.53000,0.00000,0.00000,1.45421,1.45421
13.55000,0.00000,0.00000,1.40212,1.40212
13.57000,0.00000,0.00000,1.32709,1.32709
13.59000,0.00000,0.00000,1.23644,1.23644
13.61000,0.00000,0.00000,1.13734,1.13734
13.63000,0.00000,0.00000,1.03611,1.03611
13.65000,6.89362,6.89362,0.93764,0.93764
13.67000,0.00000,0.00000,0.84599,0.84599
13.69000,0.00000,0.00000,0.76523,0.76523
13.71000,0.00000,0.00000,0.69862,0.69862
13.73000,0.00000,0.00000,0.64943,0.64943
13.75000,0.00000,0.00000,0.62011,0.62011
13.77000,0.00000,0.00000,0.61161,0.61161
13.79000,0.00000,0.00000,0.62278,0.62278
13.81000,0.00000,0.00000,0.65016,0.65016
13.83000,0.00000,0.00000,0.68824,0.68824
13.85000,0.00000,0.00000,0.73027,0.73027
13.87000,0.00000,0.00000,0.76962,0.76962
13.89000,7.88321,7.88321,0.79993,0.79993
13.91000,0.00000,0.00000,0.81694,0.81694
13.93000,0.00000,0.00000,0.81909,0.81909
13.95000,0.00000,0.00000,0.80615,0.80615
13.97000,0.00000,0.00000,0.78015,0.78015
13.99000,0.00000,0.00000,0.74447,0.74447
14.01000,0.00000,0.00000,0.70374,0.70374
14.03000,4.63804,4.63804,0.66272,0.66272
14.05000,0.00000,0.00000,0.62711,0.62711
14.07000,0.00000,0.00000,0.60263,0.60263
14.09000,0.00000,0.00000,0.59510,0.59510
14.11000,0.00000,0.00000,0.60914,0.60914
14.13000,0.00000,0.00000,0.64785,0.64785
14.15000,0.00000,0.00000,0.71185,0.71185
14.17000,0.00000,0.00000,0.79877,0.79877
14.19000,0.00000,0.00000,0.90322,0.90322
14.21000,0.00000,0.00000,1.01734,1.01734
14.23000,0.00000,0.00000,1.13211,1.13211
14.25000,0.00000,0.00000,1.23807,1.23807
14.27000,12.40191,12.40191,1.32732,1.32732
14.29000,0.00000,0.00000,1.39399,1.39399
14.31000,0.00000,0.00000,1.43457,1.43457
14.33000,0.00000,0.00000,1.44826,1.44826
14.35000,0.00000,0.00000,1.43569,1.43569
14.37000,0.00000,0.00000,1.39924,1.39924
14.39000,0.00000,0.00000,1.34231,1.34231
14.41000,10.53659,10.53659,1.26948,1.26948
14.43000,0.00000,0.00000,1.18637,1.18637
14.45000,0.00000,0.00000,1.09948,1.09948
14.47000,0.00000,0.00000,1.01592,1.01592
14.49000,0.00000,0.00000,0.94214,0.94214
14.51000,0.00000,0.00000,0.88317,0.88317
14.53000,0.00000,0.00000,0.84161,0.84161
14.55000,0.00000,0.00000,0.81694,0.81694
14.57000,0.00000,0.00000,0.80570,0.80570
14.59000,0.00000,0.00000,0.80248,0.80248
14.61000,0.00000,0.00000,0.80028,0.80028
14.63000,8.00000,8.00000,0.79308,0.79308
14.65000,0.00000,0.00000,0.77644,0.77644
14.67000,0.00000,0.00000,0.74838,0.74838
14.69000,0.00000,0.00000,0.70949,0.70949
14.71000,0.00000,0.00000,0.66324,0.66324
14.73000,0.00000,0.00000,0.61443,0.61443
14.75000,0.00000,0.00000,0.56869,0.56869
14.77000,2.57143,2.57143,0.53227,0.53227
14.79000,0.00000,0.00000,0.51098,0.51098
14.81000,0.00000,0.00000,0.50972,0.50972
14.83000,0.00000,0.00000,0.53184,0.53184
14.85000,0.00000,0.00000,0.57913,0.57913
14.87000,0.00000,0.00000,0.65039,0.65039
14.89000,0.00000,0.00000,0.74201,0.74201
14.91000,0.00000,0.00000,0.84777,0.84777
14.93000,0.00000,0.00000,0.95950,0.95950
14.95000,0.00000,0.00000,1.06825,1.06825
14.97000,0.00000,0.00000,1.16501,1.16501
14.99000,12.00000,12.00000,1.24254,1.24254
15.01000,0.00000,0.00000,1.29578,1.29578
15.03000,0.00000,0.00000,1.32229,1.32229
15.05000,0.00000,0.00000,1.32193,1.32193
15.07000,0.00000,0.00000,1.29708,1.29708
15.09000,0.00000,0.00000,1.25048,1.25048
15.11000,0.00000,0.00000,1.18646,1.18646
15.13000,8.85246,8.85246,1.10996,1.10996
15.15000,0.00000,0.00000,1.02664,1.02664
15.17000,0.00000,0.00000,0.94282,0.94282
15.19000,0.00000,0.00000,0.86522,0.86522
15.21000,0.00000,0.00000,0.80056,0.80056
15.23000,0.00000,0.00000,0.75454,0.75454
15.25000,0.00000,0.00000,0.73124,0.73124
15.27000,0.00000,0.00000,0.73237,0.73237
15.29000,0.00000,0.00000,0.75739,0.75739
15.31000,0.00000,0.00000,0.80241,0.80241
15.33000,0.00000,0.00000,0.86208,0.86208
15.35000,5.83784,5.83784,0.92948,0.92948
15.37000,0.00000,0.00000,0.99713,0.99713
15.39000,0.00000,0.00000,1.05791,1.05791
15.41000,0.00000,0.00000,1.10573,1.10573
15.43000,0.00000,0.00000,1.13712,1.13712
15.45000,0.00000,0.00000,1.15055,1.15055
15.47000,10.18868,10.18868,1.14800,1.14800
15.49000,0.00000,0.00000,1.13449,1.13449
15.51000,0.00000,0.00000,1.11736,1.11736
15.53000,0.00000,0.00000,1.10499,1.10499
15.55000,0.00000,0.00000,1.10491,1.10491
15.57000,0.00000,0.00000,1.12239,1.12239
15.59000,0.00000,0.00000,1.15816,1.15816
15.61000,0.00000,0.00000,1.20842,1.20842
15.63000,0.00000,0.00000,1.26520,1.26520
15.65000,0.00000,0.00000,1.31760,1.31760
15.67000,0.00000,0.00000,1.35430,1.35430
15.69000,14.89655,14.89655,1.36572,1.36572
15.71000,0.00000,0.00000,1.34595,1.34595
15.73000,0.00000,0.00000,1.29370,1.29370
15.75000,0.00000,0.00000,1.21249,1.21249
15.77000,0.00000,0.00000,1.10889,1.10889
15.79000,0.00000,0.00000,0.99214,0.99214
15.81000,0.00000,0.00000,0.87157,0.87157
15.83000,3.42857,3.42857,0.75582,0.75582
15.85000,0.00000,0.00000,0.65192,0.65192
15.87000,0.00000,0.00000,0.56505,0.56505
15.89000,0.00000,0.00000,0.49843,0.49843
15.91000,0.00000,0.00000,0.45422,0.45422
15.93000,0.00000,0.00000,0.43275,0.43275
15.95000,0.00000,0.00000,0.43351,0.43351
15.97000,0.00000,0.00000,0.45531,0.45531
15.99000,0.00000,0.00000,0.49511,0.49511
16.01000,0.00000,0.00000,0.54946,0.54946
16.03000,2.84211,2.84211,0.61373,0.61373
16.05000,0.00000,0.00000,0.68254,0.68254
16.07000,0.00000,0.00000,0.75021,0.75021
16.09000,0.00000,0.00000,0.81164,0.81164
16.11000,0.00000,0.00000,0.86236,0.86236
16.13000,0.00000,0.00000,0.90105,0.90105
16.15000,8.81633,8.81633,0.92830,0.92830
16.17000,0.00000,0.00000,0.94811,0.94811
16.19000,0.00000,0.00000,0.96697,0.96697
16.21000,0.00000,0.00000,0.99273,0.99273
16.23000,0.00000,0.00000,1.03285,1.03285
16.25000,0.00000,0.00000,1.09256,1.09256
16.27000,0.00000,0.00000,1.17338,1.17338
16.29000,0.00000,0.00000,1.27220,1.27220
16.31000,0.00000,0.00000,1.38133,1.38133
16.33000,0.00000,0.00000,1.49005,1.49005
16.35000,0.00000,0.00000,1.58625,1.58625
16.37000,15.58763,15.58763,1.65857,1.65857
16.39000,0.00000,0.00000,1.69827,1.69827
16.41000,0.00000,0.00000,1.70050,1.70050
16.43000,0.00000,0.00000,1.66443,1.66443
16.45000,0.00000,0.00000,1.59328,1.59328
16.47000,0.00000,0.00000,1.49344,1.49344
16.49000,9.00000,9.00000,1.37326,1.37326
16.51000,0.00000,0.00000,1.24216,1.24216
16.53000,0.00000,0.00000,1.10962,1.10962
16.55000,0.00000,0.00000,0.98427,0.98427
16.57000,0.00000,0.00000,0.87310,0.87310
16.59000,0.00000,0.00000,0.78129,0.78129
16.61000,0.00000,0.00000,0.71146,0.71146
16.63000,0.00000,0.00000,0.66319,0.66319
16.65000,0.00000,0.00000,0.63442,0.63442
16.67000,0.00000,0.00000,0.62133,0.62133
16.69000,4.20779,4.20779,0.61929,0.61929
16.71000,0.00000,0.00000,0.62375,0.62375
16.73000,0.00000,0.00000,0.63122,0.63122
16.75000,0.00000,0.00000,0.63929,0.63929
16.77000,0.00000,0.00000,0.64771,0.64771
16.79000,0.00000,0.00000,0.65786,0.65786
16.81000,4.43836,4.43836,0.67345,0.67345
16.83000,0.00000,0.00000,0.69841,0.69841
16.85000,0.00000,0.00000,0.73721,0.73721
16.87000,0.00000,0.00000,0.79336,0.79336
16.89000,0.00000,0.00000,0.86828,0.86828
16.91000,0.00000,0.00000,0.96068,0.96068
16.93000,0.00000,0.00000,1.06570,1.06570
16.95000,0.00000,0.00000,1.17564,1.17564
16.97000,0.00000,0.00000,1.28105,1.28105
16.99000,0.00000,0.00000,1.37214,1.37214
17.01000,13.71429,13.71429,1.44057,1.44057
17.03000,0.00000,0.00000,1.48113,1.48113
17.05000,0.00000,0.00000,1.49203,1.49203
17.07000,0.00000,0.00000,1.47597,1.47597
17.09000,0.00000,0.00000,1.43923,1.43923
17.11000,0.00000,0.00000,1.39070,1.39070
17.13000,7.32203,7.32203,1.34072,1.34072
17.15000,0.00000,0.00000,1.29922,1.29922
17.17000,0.00000,0.00000,1.27459,1.27459
17.19000,0.00000,0.00000,1.27233,1.27233
17.21000,0.00000,0.00000,1.29422,1.29422
17.23000,0.00000,0.00000,1.33808,1.33808
17.25000,0.00000,0.00000,1.39800,1.39800
17.27000,0.00000,0.00000,1.46521,1.46521
17.29000,0.00000,0.00000,1.52956,1.52956
17.31000,13.50000,13.50000,1.58099,1.58099
17.33000,0.00000,0.00000,1.61108,1.61108
17.35000,0.00000,0.00000,1.61371,1.61371
17.37000,0.00000,0.00000,1.58607,1.58607
17.39000,0.00000,0.00000,1.52849,1.52849
17.41000,0.00000,0.00000,1.44417,1.44417
17.43000,9.64286,9.64286,1.33852,1.33852
17.45000,0.00000,0.00000,1.21924,1.21924
17.47000,0.00000,0.00000,1.09426,1.09426
17.49000,0.00000,0.00000,0.97202,0.97202
17.51000,0.00000,0.00000,0.86022,0.86022
17.53000,0.00000,0.00000,0.76498,0.76498
17.55000,0.00000,0.00000,0.69009,0.69009
17.57000,0.00000,0.00000,0.63698,0.63698
17.59000,0.00000,0.00000,0.60403,0.60403
17.61000,0.00000,0.00000,0.58745,0.58745
17.63000,3.17647,3.17647,0.58201,0.58201
17.65000,0.00000,0.00000,0.58136,0.58136
17.67000,0.00000,0.00000,0.57966,0.57966
17.69000,0.00000,0.00000,0.57203,0.57203
17.71000,0.00000,0.00000,0.55527,0.55527
17.73000,4.50000,4.50000,0.52810,0.52810
17.75000,0.00000,0.00000,0.49200,0.49200
17.77000,0.00000,0.00000,0.44969,0.44969
17.79000,0.00000,0.00000,0.40574,0.40574
17.81000,0.00000,0.00000,0.36559,0.36559
17.83000,0.00000,0.00000,0.33521,0.33521
17.85000,0.00000,0.00000,0.31883,0.31883
17.87000,0.00000,0.00000,0.32043,0.32043
17.89000,0.00000,0.00000,0.34131,0.34131
17.91000,0.00000,0.00000,0.38085,0.38085
17.93000,0.00000,0.00000,0.43655,0.43655
17.95000,0.00000,0.00000,0.50397,0.50397
17.97000,0.00000,0.00000,0.57843,0.57843
17.99000,0.00000,0.00000,0.65572,0.65572
18.01000,0.00000,0.00000,0.73326,0.73326
18.03000,7.63043,7.63043,0.81086,0.81086
18.05000,0.00000,0.00000,0.89081,0.89081
18.07000,0.00000,0.00000,0.97740,0.97740
18.09000,0.00000,0.00000,1.07519,1.07519
18.11000,0.00000,0.00000,1.18750,1.18750
18.13000,0.00000,0.00000,1.31454,1.31454
18.15000,0.00000,0.00000,1.45226,1.45226
18.17000,0.00000,0.00000,1.59238,1.59238
18.19000,0.00000,0.00000,1.72291,1.72291
18.21000,0.00000,0.00000,1.83054,1.83054
18.23000,17.63265,17.63265,1.90238,1.90238
18.25000,0.00000,0.00000,1.92886,1.92886
18.27000,0.00000,0.00000,1.90506,1.90506
18.29000,0.00000,0.00000,1.83155,1.83155
18.31000,0.00000,0.00000,1.71421,1.71421
18.33000,8.49438,8.49438,1.56315,1.56315
18.35000,0.00000,0.00000,1.39119,1.39119
18.37000,0.00000,0.00000,1.21211,1.21211
18.39000,0.00000,0.00000,1.03951,1.03951
18.41000,0.00000,0.00000,0.88415,0.88415
18.43000,0.00000,0.00000,0.75472,0.75472
18.45000,0.00000,0.00000,0.65629,0.65629
18.47000,0.00000,0.00000,0.59095,0.59095
18.49000,0.00000,0.00000,0.55742,0.55742
18.51000,1.01408,1.01408,0.55238,0.55238
18.53000,0.00000,0.00000,0.57109,0.57109
18.55000,0.00000,0.00000,0.60863,0.60863
18.57000,0.00000,0.00000,0.66078,0.66078
18.59000,0.00000,0.00000,0.72469,0.72469
18.61000,5.83784,5.83784,0.79905,0.79905
18.63000,0.00000,0.00000,0.88370,0.88370
18.65000,0.00000,0.00000,0.97842,0.97842
18.67000,0.00000,0.00000,1.08264,1.08264
18.69000,0.00000,0.00000,1.19277,1.19277
18.71000,0.00000,0.00000,1.30242,1.30242
18.73000,0.00000,0.00000,1.40275,1.40275
18.75000,0.00000,0.00000,1.48317,1.48317
18.77000,0.00000,0.00000,1.53369,1.53369
18.79000,16.94118,16.94118,1.54647,1.54647
18.81000,0.00000,0.00000,1.51776,1.51776
18.83000,0.00000,0.00000,1.44931,1.44931
18.85000,0.00000,0.00000,1.34794,1.34794
18.87000,0.00000,0.00000,1.22458,1.22458
18.89000,0.00000,0.00000,1.09242,1.09242
18.91000,2.45455,2.45455,0.96488,0.96488
18.93000,0.00000,0.00000,0.85364,0.85364
18.95000,0.00000,0.00000,0.76750,0.76750
18.97000,0.00000,0.00000,0.71098,0.71098
18.99000,0.00000,0.00000,0.68496,0.68496
19.01000,0.00000,0.00000,0.68665,0.68665
19.03000,0.00000,0.00000,0.71043,0.71043
19.05000,0.00000,0.00000,0.74919,0.74919
19.07000,0.00000,0.00000,0.79498,0.79498
19.09000,6.12766,6.12766,0.84024,0.84024
19.11000,0.00000,0.00000,0.87897,0.87897
19.13000,0.00000,0.00000,0.90718,0.90718
19.15000,0.00000,0.00000,0.92325,0.92325
19.17000,0.00000,0.00000,0.92787,0.92787
19.19000,5.74468,5.74468,0.92361,0.92361
19.21000,0.00000,0.00000,0.91395,0.91395
19.23000,0.00000,0.00000,0.90350,0.90350
19.25000,0.00000,0.00000,0.89496,0.89496
19.27000,0.00000,0.00000,0.89041,0.89041
19.29000,0.00000,0.00000,0.89018,0.89018
19.31000,0.00000,0.00000,0.89301,0.89301
19.33000,0.00000,0.00000,0.89666,0.89666
19.35000,7.08197,7.08197,0.89832,0.89832
19.37000,0.00000,0.00000,0.89574,0.89574
19.39000,0.00000,0.00000,0.88773,0.88773
19.41000,0.00000,0.00000,0.87460,0.87460
19.43000,0.00000,0.00000,0.85813,0.85813
19.45000,0.00000,0.00000,0.84134,0.84134
19.47000,4.56338,4.56338,0.82794,0.82794
19.49000,0.00000,0.00000,0.82160,0.82160
19.51000,0.00000,0.00000,0.82560,0.82560
19.53000,0.00000,0.00000,0.84130,0.84130
19.55000,0.00000,0.00000,0.86861,0.86861
19.57000,0.00000,0.00000,0.90555,0.90555
19.59000,0.00000,0.00000,0.94847,0.94847
19.61000,0.00000,0.00000,0.99268,0.99268
19.63000,7.28090,7.28090,1.03360,1.03360
19.65000,0.00000,0.00000,1.06723,1.06723
19.67000,0.00000,0.00000,1.09145,1.09145
19.69000,0.00000,0.00000,1.10647,1.10647
19.71000,0.00000,0.00000,1.11486,1.11486
19.73000,6.54545,6.54545,1.12107,1.12107
19.75000,0.00000,0.00000,1.13034,1.13034
19.77000,0.00000,0.00000,1.14725,1.14725
19.79000,0.00000,0.00000,1.17454,1.17454
19.81000,0.00000,0.00000,1.21134,1.21134
19.83000,0.00000,0.00000,1.25316,1.25316
19.85000,0.00000,0.00000,1.29216,1.29216
19.87000,0.00000,0.00000,1.31847,1.31847
19.89000,0.00000,0.00000,1.32210,1.32210
19.91000,14.79452,14.79452,1.29536,1.29536
19.93000,0.00000,0.00000,1.23424,1.23424
19.95000,0.00000,0.00000,1.13963,1.13963
19.97000,0.00000,0.00000,1.01713,1.01713
19.99000,0.00000,0.00000,0.87588,0.87588
